										
Stock Market Data Used in "Irrational Exuberance" Princeton University Press, 2000, 2005, updated										Cyclically
Robert J. Shiller										Adjusted
										Price
				  Consumer						Earnings
	S&P			Price		Long				Ratio
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE
1884.03	5.30	0.33	0.38	9.23	1884.21	3.60	135.82	8.33	9.67	14.74
1884.04	5.06	0.32	0.37	9.04	1884.29	3.60	132.40	8.46	9.68	14.35
1884.05	4.65	0.32	0.36	8.85	1884.37	3.59	124.29	8.60	9.69	13.47
1884.06	4.46	0.32	0.36	8.85	1884.46	3.58	119.21	8.55	9.49	12.91
1884.07	4.46	0.32	0.35	8.75	1884.54	3.57	120.51	8.60	9.39	13.04
1884.08	4.74	0.32	0.34	8.75	1884.62	3.56	128.07	8.56	9.19	13.86
1884.09	4.59	0.32	0.33	8.66	1884.71	3.55	125.38	8.60	9.08	13.57
1884.1	4.44	0.31	0.33	8.56	1884.79	3.55	122.63	8.65	8.98	13.27
1884.11	4.35	0.31	0.32	8.37	1884.87	3.54	122.88	8.80	8.97	13.30
1884.12	4.34	0.31	0.31	8.28	1884.96	3.53	124.00	8.86	8.86	13.43
1885.01	4.24	0.30	0.31	8.28	1885.04	3.52	121.15	8.69	8.76	13.13
1885.02	4.37	0.30	0.30	8.37	1885.12	3.51	123.44	8.43	8.57	13.38
1885.03	4.38	0.29	0.30	8.18	1885.21	3.50	126.60	8.45	8.67	13.73
1885.04	4.37	0.29	0.30	8.28	1885.29	3.48	124.86	8.19	8.48	13.55
1885.05	4.32	0.28	0.29	8.09	1885.37	3.47	126.34	8.21	8.58	13.71
1885.06	4.30	0.28	0.29	7.90	1885.46	3.46	128.78	8.24	8.69	13.98
1885.07	4.46	0.27	0.29	7.99	1885.54	3.45	131.98	7.97	8.48	14.33
1885.08	4.71	0.26	0.28	7.99	1885.62	3.43	139.38	7.79	8.38	15.13
1885.09	4.65	0.26	0.28	7.90	1885.71	3.42	139.26	7.71	8.39	15.12
1885.1	4.92	0.25	0.28	7.90	1885.79	3.41	147.35	7.54	8.29	15.99
1885.11	5.24	0.25	0.27	7.99	1885.87	3.40	155.07	7.27	8.09	16.82
1885.12	5.20	0.24	0.27	8.18	1885.96	3.38	150.30	6.94	7.80	16.30
1886.01	5.20	0.24	0.28	7.99	1886.04	3.37	153.88	7.05	8.14	16.69
1886.02	5.30	0.24	0.28	7.99	1886.12	3.38	156.84	7.00	8.29	17.01
1886.03	5.19	0.24	0.29	7.90	1886.21	3.40	155.44	7.04	8.54	16.84
1886.04	5.12	0.23	0.29	7.80	1886.29	3.41	155.21	7.07	8.79	16.80
1886.05	5.02	0.23	0.30	7.61	1886.37	3.42	155.98	7.20	9.17	16.86
1886.06	5.25	0.23	0.30	7.52	1886.46	3.43	165.19	7.24	9.44	17.83
1886.07	5.33	0.23	0.31	7.61	1886.54	3.45	165.61	7.09	9.48	17.85
1886.08	5.37	0.23	0.31	7.71	1886.62	3.46	164.80	6.96	9.51	17.72
1886.09	5.51	0.23	0.32	7.71	1886.71	3.47	169.09	6.90	9.67	18.15
1886.1	5.65	0.22	0.32	7.71	1886.79	3.48	173.39	6.85	9.82	18.56
1886.11	5.79	0.22	0.33	7.71	1886.87	3.50	177.69	6.80	9.97	18.97
1886.12	5.64	0.22	0.33	7.80	1886.96	3.51	170.97	6.67	10.00	18.19
1887.01	5.58	0.22	0.33	7.99	1887.04	3.52	165.13	6.58	9.84	17.51
1887.02	5.54	0.23	0.34	8.09	1887.12	3.53	162.01	6.58	9.80	17.13
1887.03	5.67	0.23	0.34	8.09	1887.21	3.55	165.82	6.65	9.87	17.47
1887.04	5.80	0.23	0.34	8.09	1887.29	3.56	169.62	6.73	9.94	17.82
1887.05	5.90	0.23	0.34	8.09	1887.37	3.57	172.54	6.80	10.02	18.08
1887.06	5.73	0.24	0.35	7.99	1887.46	3.58	169.57	6.95	10.21	17.71
1887.07	5.59	0.24	0.35	7.90	1887.54	3.60	167.42	7.11	10.41	17.43
1887.08	5.45	0.24	0.35	7.99	1887.62	3.61	161.28	7.10	10.36	16.74
1887.09	5.38	0.24	0.35	7.90	1887.71	3.62	161.13	7.26	10.56	16.68
1887.1	5.20	0.25	0.36	7.99	1887.79	3.63	153.88	7.25	10.51	15.88
1887.11	5.30	0.25	0.36	8.09	1887.87	3.65	155.00	7.24	10.45	15.95
1887.12	5.27	0.25	0.36	8.28	1887.96	3.66	150.58	7.14	10.29	15.46
1888.01	5.31	0.25	0.35	8.37	1888.04	3.67	149.99	7.01	9.93	15.36
1888.02	5.28	0.25	0.34	8.28	1888.12	3.65	150.86	7.05	9.81	15.42
1888.03	5.08	0.25	0.34	8.28	1888.21	3.63	145.15	7.00	9.57	14.81
