date	cape-1	cape-3	cape-6	cape-12	cape-24	cape-60	cape-120	shiller-cape	ret-1	ret-3	ret-6	ret-12	ret-24	ret-60	ret-120	rret-1	rret-3	rret-6	rret-12	rret-24	rret-60	rret-120
1944.07	14.05	13.95	13.82	13.02	12.57	11.19	11.74	11.74	-0.01	-0.01	0.04	0.14	0.39	0.14	1.32	-0.01	-0.01	0.03	0.11	0.24	-0.15	0.53
1944.08	14.03	13.86	13.71	13.05	12.45	11.04	11.54	11.54	-0.02	0.00	0.09	0.16	0.38	0.19	1.40	-0.02	0.00	0.08	0.13	0.21	-0.11	0.58
1944.09	13.89	13.77	13.59	13.06	12.30	10.87	11.33	11.33	0.02	0.04	0.11	0.26	0.20	0.23	1.50	0.02	0.03	0.10	0.23	0.04	-0.09	0.65
1944.10	14.34	14.24	14.04	13.62	12.66	11.16	11.58	11.58	-0.01	0.04	0.11	0.28	0.14	0.23	1.49	-0.01	0.04	0.10	0.25	-0.03	-0.08	0.65
1944.11	14.09	14.15	14.01	13.69	12.63	11.11	11.48	11.48	0.02	0.09	0.16	0.33	0.15	0.26	1.61	0.02	0.08	0.14	0.30	-0.05	-0.07	0.72
1944.12	14.16	14.31	14.28	14.02	12.91	11.31	11.64	11.64	0.03	0.06	0.15	0.32	0.15	0.26	1.67	0.03	0.06	0.13	0.29	-0.04	-0.05	0.78
1945.01	14.50	14.61	14.70	14.48	13.38	11.69	11.96	11.96	0.03	0.06	0.10	0.34	0.13	0.25	1.64	0.03	0.06	0.08	0.31	-0.07	-0.05	0.76
1945.02	14.83	14.96	15.13	14.98	13.91	12.12	12.34	12.34	-0.00	0.06	0.06	0.30	0.13	0.23	1.64	-0.00	0.06	0.05	0.27	-0.06	-0.06	0.76
1945.03	14.67	14.82	15.02	14.98	14.00	12.16	12.32	12.32	0.03	0.08	0.14	0.26	0.09	0.25	1.62	0.03	0.07	0.12	0.22	-0.12	-0.06	0.75
1945.04	14.87	15.03	15.24	15.34	14.44	12.52	12.63	12.63	0.04	0.04	0.16	0.31	0.02	0.25	1.64	0.03	0.02	0.14	0.26	-0.17	-0.06	0.76
1945.05	15.14	15.33	15.57	15.79	14.99	12.98	13.04	13.04	0.02	0.00	0.15	0.26	-0.03	0.24	1.54	0.01	-0.01	0.14	0.22	-0.21	-0.06	0.70
1945.06	15.12	15.27	15.53	15.84	15.17	13.13	13.13	13.13	-0.02	0.05	0.15	0.23	-0.02	0.24	1.64	-0.02	0.05	0.14	0.19	-0.19	-0.06	0.79
1945.07	14.78	14.84	15.07	15.44	14.95	12.92	12.87	12.87	0.00	0.12	0.22	0.22	0.07	0.18	1.89	0.00	0.12	0.21	0.12	-0.13	-0.12	0.95
1945.08	14.88	14.86	15.01	15.41	15.09	13.04	12.91	12.92	0.07	0.15	0.22	0.19	0.04	0.24	1.86	0.07	0.15	0.22	0.07	-0.16	-0.07	0.93
1945.09	15.95	15.89	15.96	16.37	16.21	14.00	13.80	13.80	0.04	0.09	0.11	-0.05	-0.05	0.20	1.80	0.04	0.09	0.09	-0.15	-0.25	-0.11	0.88
1945.10	16.66	16.61	16.59	16.95	16.98	14.68	14.37	14.37	0.03	0.09	0.13	-0.11	-0.06	0.20	1.55	0.03	0.09	0.11	-0.22	-0.26	-0.11	0.72
1945.11	17.38	17.25	17.16	17.43	17.61	15.25	14.85	14.85	0.02	0.06	0.10	-0.14	-0.10	0.16	1.64	0.01	0.06	0.07	-0.27	-0.30	-0.15	0.77
1945.12	17.78	17.59	17.44	17.58	17.86	15.51	15.02	15.02	0.04	0.01	0.07	-0.13	-0.13	0.14	1.62	0.04	0.01	0.04	-0.26	-0.33	-0.17	0.78
1946.01	18.76	18.51	18.27	18.27	18.59	16.23	15.62	15.62	0.00	0.04	0.00	-0.16	-0.18	0.18	1.45	0.01	0.02	-0.08	-0.29	-0.37	-0.16	0.66
1946.02	19.32	18.96	18.62	18.45	18.77	16.47	15.76	15.76	-0.03	0.03	-0.02	-0.13	-0.22	0.22	1.46	-0.04	0.01	-0.12	-0.26	-0.40	-0.14	0.66
1946.03	18.85	18.51	18.09	17.78	18.05	15.90	15.13	15.13	0.06	0.06	-0.14	-0.14	-0.18	0.23	1.71	0.06	0.04	-0.23	-0.28	-0.36	-0.12	0.85
1946.04	20.62	20.06	19.49	18.96	19.18	16.96	16.04	16.04	0.00	-0.03	-0.21	-0.22	-0.17	0.17	1.58	-0.00	-0.10	-0.30	-0.34	-0.36	-0.16	0.76
1946.05	21.14	20.52	19.83	19.10	19.19	17.03	16.01	16.01	-0.01	-0.05	-0.21	-0.23	-0.14	0.17	1.49	-0.02	-0.13	-0.32	-0.35	-0.33	-0.16	0.71
1946.06	21.38	20.78	19.96	19.04	18.96	16.87	15.77	15.77	-0.03	-0.19	-0.19	-0.20	-0.09	0.16	1.49	-0.08	-0.26	-0.29	-0.32	-0.30	-0.16	0.71
1946.07	20.30	19.65	18.81	17.76	17.50	15.61	14.51	14.51	-0.02	-0.18	-0.16	-0.13	-0.09	0.21	1.70	-0.04	-0.22	-0.22	-0.22	-0.26	-0.07	0.95
1946.08	20.26	19.53	18.61	17.40	16.93	15.15	13.98	13.98	-0.15	-0.17	-0.11	-0.13	-0.10	0.29	1.74	-0.16	-0.21	-0.16	-0.22	-0.26	0.01	1.03
1946.09	17.10	16.89	16.15	14.98	14.38	12.92	11.84	11.84	-0.02	0.00	0.00	-0.00	0.04	0.56	2.10	-0.04	-0.05	-0.06	-0.11	-0.13	0.22	1.31
1946.10	16.25	16.35	15.80	14.63	13.87	12.51	11.39	11.39	-0.00	0.03	-0.01	0.05	0.10	0.58	2.13	-0.03	-0.00	-0.06	-0.05	-0.06	0.26	1.37
1946.11	15.16	15.63	15.50	14.45	13.56	12.28	11.11	11.11	0.03	0.08	-0.02	0.04	0.04	0.55	2.12	0.02	0.07	-0.05	-0.04	-0.08	0.25	1.41
1946.12	14.94	15.50	15.78	14.91	13.89	12.64	11.37	11.37	0.01	0.00	-0.02	-0.01	0.00	0.55	2.07	0.01	-0.02	-0.04	-0.09	-0.10	0.26	1.39
1947.01	14.35	14.96	15.60	15.08	13.99	12.81	11.47	11.47	0.04	-0.04	0.04	-0.02	0.01	0.59	1.99	0.04	-0.06	0.00	-0.12	-0.10	0.29	1.33
1947.02	13.98	14.80	15.67	15.64	14.54	13.38	11.95	11.95	-0.04	-0.09	-0.02	-0.11	-0.07	0.50	1.75	-0.06	-0.11	-0.07	-0.18	-0.16	0.23	1.14
1947.03	12.40	13.17	14.13	14.60	13.67	12.65	11.29	11.29	-0.04	-0.02	-0.01	-0.06	-0.02	0.57	1.90	-0.04	-0.03	-0.05	-0.12	-0.09	0.31	1.29
1947.04	11.49	12.02	12.98	13.85	13.12	12.21	10.90	10.90	-0.02	0.08	0.06	0.05	0.02	0.63	2.09	-0.02	0.07	0.01	-0.03	-0.07	0.35	1.42
1947.05	10.81	11.26	12.15	13.31	12.82	12.00	10.73	10.73	0.03	0.08	0.06	0.13	0.03	0.65	2.26	0.03	0.05	0.01	0.03	-0.05	0.37	1.55
1947.06	10.68	11.13	11.92	13.33	13.13	12.36	11.08	11.08	0.06	0.01	0.01	0.13	-0.06	0.64	2.20	0.05	-0.03	-0.05	0.03	-0.13	0.36	1.51
1947.07	10.85	11.26	11.99	13.58	13.71	12.99	11.70	11.70	-0.02	-0.02	-0.06	0.04	-0.06	0.59	2.08	-0.03	-0.05	-0.12	-0.05	-0.12	0.32	1.41
1947.08	10.33	10.56	11.16	12.67	13.14	12.54	11.34	11.34	-0.03	-0.01	-0.09	0.03	-0.01	0.63	1.97	-0.05	-0.04	-0.13	-0.05	-0.07	0.37	1.36
1947.09	9.73	9.86	10.31	11.64	12.40	11.91	10.83	10.83	0.03	-0.00	-0.05	0.05	0.03	0.65	1.92	0.03	-0.02	-0.07	-0.02	-0.01	0.42	1.37
1947.10	9.97	10.02	10.32	11.54	12.59	12.18	11.13	11.13	-0.01	-0.04	-0.00	0.05	0.03	0.57	1.67	-0.02	-0.07	-0.04	-0.01	-0.00	0.35	1.17
1947.11	9.69	9.77	9.96	11.00	12.26	11.95	10.98	10.98	-0.02	-0.08	0.06	0.00	0.06	0.64	1.64	-0.03	-0.09	0.02	-0.04	0.02	0.42	1.15
1947.12	9.33	9.42	9.55	10.37	11.77	11.58	10.68	10.68	-0.01	-0.05	0.12	0.01	0.10	0.73	1.68	-0.03	-0.05	0.09	-0.02	0.09	0.52	1.21
1948.01	9.10	9.12	9.22	9.85	11.33	11.26	10.42	10.42	-0.05	0.04	0.11	0.04	0.14	0.77	1.77	-0.04	0.03	0.08	0.02	0.15	0.57	1.30
1948.02	8.65	8.70	8.78	9.24	10.72	10.77	10.00	10.00	0.01	0.15	0.13	0.05	0.22	0.83	1.93	0.02	0.13	0.08	0.03	0.22	0.63	1.40
1948.03	8.57	8.75	8.86	9.22	10.75	10.94	10.19	10.19	0.08	0.18	0.10	0.04	0.21	0.82	1.94	0.06	0.14	0.05	0.03	0.20	0.60	1.39
1948.04	8.86	9.08	9.25	9.59	11.19	11.54	10.78	10.78	0.05	0.07	0.05	-0.03	0.16	0.60	1.75	0.04	0.04	0.03	-0.04	0.17	0.44	1.26
1948.05	9.14	9.28	9.53	9.85	11.47	12.01	11.24	11.24	0.04	-0.01	-0.05	-0.08	0.14	0.54	1.71	0.03	-0.04	-0.07	-0.08	0.15	0.38	1.24
1948.06	9.22	9.40	9.69	10.02	11.61	12.36	11.58	11.58	-0.02	-0.06	-0.10	-0.17	0.11	0.42	1.66	-0.04	-0.08	-0.10	-0.16	0.13	0.28	1.22
1948.07	8.72	8.90	9.16	9.53	10.95	11.87	11.13	11.13	-0.03	-0.01	-0.06	-0.10	0.06	0.48	1.80	-0.03	-0.01	-0.05	-0.07	0.07	0.35	1.36
1948.08	8.22	8.41	8.67	9.08	10.33	11.42	10.72	10.72	-0.01	-0.04	-0.07	-0.04	0.16	0.53	1.99	-0.01	-0.03	-0.05	-0.01	0.17	0.39	1.54
1948.09	7.88	8.11	8.38	8.83	9.96	11.23	10.55	10.55	0.03	-0.04	-0.05	-0.02	0.21	0.48	2.11	0.03	-0.02	-0.03	0.01	0.22	0.34	1.63
1948.10	7.85	8.12	8.43	8.93	10.01	11.51	10.83	10.83	-0.06	-0.05	-0.08	-0.02	0.23	0.48	2.15	-0.05	-0.04	-0.06	0.01	0.22	0.34	1.66
1948.11	7.19	7.46	7.80	8.32	9.29	10.87	10.25	10.25	-0.01	-0.03	-0.03	0.05	0.30	0.60	2.43	-0.00	-0.02	-0.02	0.07	0.27	0.44	1.87
1948.12	6.88	7.16	7.54	8.10	9.02	10.73	10.16	10.16	0.01	-0.02	-0.08	0.09	0.30	0.63	2.52	0.02	-0.01	-0.07	0.11	0.25	0.46	1.94
1949.01	6.74	7.00	7.39	8.00	8.92	10.77	10.25	10.25	-0.04	-0.03	-0.04	0.10	0.38	0.66	2.62	-0.03	-0.03	-0.03	0.12	0.30	0.48	2.00
1949.02	6.42	6.57	6.93	7.54	8.43	10.32	9.87	9.87	0.01	0.00	0.04	0.17	0.49	0.76	2.71	0.01	0.00	0.04	0.18	0.38	0.56	2.05
1949.03	6.35	6.47	6.78	7.41	8.31	10.29	9.90	9.90	-0.00	-0.06	0.04	0.16	0.45	0.78	2.77	-0.01	-0.07	0.03	0.17	0.34	0.58	2.10
1949.04	6.23	6.33	6.56	7.18	8.07	10.11	9.78	9.78	-0.01	-0.01	0.07	0.20	0.47	0.86	2.83	-0.00	-0.00	0.08	0.21	0.36	0.65	2.16
1949.05	6.22	6.24	6.40	6.98	7.88	9.95	9.69	9.69	-0.05	0.03	0.09	0.25	0.48	0.94	2.92	-0.06	0.03	0.09	0.25	0.36	0.72	2.22
1949.06	5.81	5.84	5.94	6.42	7.27	9.25	9.07	9.07	0.06	0.11	0.18	0.34	0.54	1.07	3.11	0.07	0.11	0.20	0.35	0.42	0.84	2.38
1949.07	6.20	6.21	6.27	6.70	7.61	9.73	9.61	9.61	0.04	0.08	0.14	0.18	0.49	1.04	3.05	0.03	0.08	0.15	0.16	0.36	0.80	2.28
1949.08	6.35	6.38	6.42	6.77	7.72	9.91	9.85	9.85	0.01	0.05	0.13	0.21	0.50	1.01	2.88	0.01	0.05	0.14	0.18	0.38	0.78	2.17
1949.09	6.45	6.44	6.45	6.72	7.66	9.87	9.88	9.88	0.03	0.07	0.12	0.23	0.52	1.03	2.68	0.03	0.08	0.13	0.21	0.39	0.81	2.00
1949.10	6.70	6.67	6.68	6.86	7.80	10.08	10.17	10.17	0.01	0.06	0.12	0.25	0.47	1.03	2.59	0.01	0.07	0.13	0.20	0.33	0.79	1.89
1949.11	6.78	6.76	6.74	6.86	7.75	10.06	10.22	10.22	0.03	0.07	0.14	0.23	0.41	1.08	2.55	0.04	0.08	0.15	0.19	0.27	0.84	1.88
1949.12	7.12	7.05	7.00	7.06	7.91	10.30	10.53	10.53	0.02	0.05	0.13	0.19	0.42	1.11	2.57	0.02	0.05	0.12	0.13	0.26	0.87	1.87
1950.01	7.31	7.26	7.20	7.22	8.00	10.43	10.75	10.75	0.02	0.06	0.03	0.26	0.43	1.11	2.44	0.02	0.05	0.00	0.16	0.27	0.86	1.76
1950.02	7.36	7.42	7.36	7.34	8.04	10.52	10.91	10.91	0.01	0.07	0.07	0.28	0.38	1.14	2.24	0.00	0.06	0.04	0.17	0.23	0.88	1.59
1950.03	7.34	7.40	7.40	7.36	7.97	10.44	10.91	10.91	0.03	0.08	0.10	0.25	0.37	1.10	2.17	0.03	0.07	0.06	0.14	0.23	0.86	1.55
1950.04	7.53	7.56	7.60	7.56	8.10	10.62	11.18	11.18	0.03	-0.03	0.11	0.23	0.33	1.12	2.12	0.03	-0.05	0.07	0.12	0.19	0.87	1.50
1950.05	7.57	7.69	7.79	7.77	8.23	10.81	11.46	11.46	0.02	-0.00	0.08	0.19	0.29	1.04	1.99	0.01	-0.03	0.03	0.09	0.16	0.81	1.41
1950.06	7.52	7.67	7.80	7.83	8.22	10.82	11.55	11.55	-0.07	0.02	0.05	0.15	0.30	1.12	2.06	-0.08	-0.01	0.00	0.06	0.17	0.89	1.46
1950.07	6.76	6.88	7.04	7.14	7.43	9.79	10.54	10.54	0.06	0.14	0.22	0.26	0.44	1.46	2.21	0.05	0.12	0.16	0.17	0.30	1.21	1.62
1950.08	7.03	7.12	7.31	7.46	7.72	10.17	11.04	11.04	0.04	0.08	0.19	0.24	0.37	1.30	2.07	0.03	0.06	0.13	0.17	0.24	1.09	1.52
1950.09	7.14	7.24	7.42	7.64	7.87	10.36	11.34	11.34	0.04	0.04	0.13	0.23	0.30	1.32	1.87	0.03	0.01	0.07	0.15	0.19	1.11	1.37
1950.10	7.24	7.37	7.54	7.82	8.04	10.57	11.66	11.66	-0.00	0.07	0.10	0.18	0.22	1.12	1.70	-0.01	0.03	0.05	0.10	0.12	0.94	1.23
1950.11	7.15	7.23	7.38	7.69	7.91	10.38	11.54	11.54	-0.00	0.11	0.11	0.15	0.26	1.27	1.80	-0.02	0.07	0.05	0.07	0.17	1.08	1.32
1950.12	6.97	7.03	7.17	7.48	7.71	10.08	11.31	11.31	0.07	0.10	0.09	0.19	0.32	1.30	1.88	0.06	0.06	0.05	0.12	0.23	1.14	1.41
1951.01	7.35	7.39	7.50	7.81	8.09	10.52	11.90	11.90	0.04	0.03	0.03	0.14	0.23	1.08	1.82	0.03	0.02	0.01	0.09	0.18	0.97	1.40
1951.02	7.67	7.58	7.65	7.93	8.24	10.65	12.14	12.14	-0.02	-0.00	0.04	0.08	0.18	1.02	1.83	-0.02	-0.01	0.03	0.05	0.14	0.94	1.44
1951.03	7.61	7.50	7.48	7.71	8.04	10.30	11.84	11.84	0.01	-0.00	0.09	0.10	0.20	1.20	1.96	0.01	-0.01	0.07	0.08	0.17	1.11	1.57
1951.04	7.75	7.69	7.60	7.76	8.11	10.31	11.95	11.95	0.00	0.00	0.07	0.08	0.13	1.19	2.00	-0.00	-0.00	0.05	0.06	0.09	1.10	1.60
1951.05	7.82	7.74	7.62	7.70	8.06	10.15	11.86	11.86	-0.02	0.04	0.04	0.08	0.13	1.12	2.03	-0.02	0.04	0.02	0.06	0.10	1.04	1.64
1951.06	7.82	7.70	7.57	7.56	7.90	9.86	11.62	11.62	0.02	0.09	0.09	0.13	0.11	1.15	2.05	0.02	0.08	0.06	0.11	0.07	1.04	1.65
1951.07	8.06	7.94	7.80	7.70	8.03	9.92	11.78	11.78	0.04	0.07	0.10	0.14	0.11	1.22	1.98	0.04	0.05	0.08	0.11	0.07	1.10	1.58
1951.08	8.64	8.45	8.26	8.07	8.37	10.23	12.26	12.26	0.03	-0.01	0.04	0.10	0.07	1.12	1.96	0.02	-0.03	0.02	0.07	0.03	1.01	1.57
1951.09	9.03	8.79	8.55	8.28	8.53	10.30	12.45	12.44	-0.01	-0.00	0.01	0.06	-0.01	0.99	1.86	-0.01	-0.02	0.01	0.03	-0.04	0.90	1.49
1951.10	9.27	8.97	8.66	8.30	8.46	10.11	12.31	12.31	-0.03	0.04	0.02	0.04	0.03	0.98	1.91	-0.04	0.02	0.01	0.02	-0.00	0.89	1.54
1951.11	9.06	8.88	8.54	8.12	8.18	9.66	11.85	11.85	0.03	0.05	0.04	0.10	0.08	1.01	2.13	0.03	0.05	0.04	0.09	0.06	0.93	1.75
1951.12	9.47	9.32	8.96	8.47	8.42	9.84	12.15	12.15	0.03	0.02	0.04	0.11	0.06	0.98	2.06	0.03	0.02	0.04	0.10	0.04	0.90	1.71
1952.01	9.91	9.77	9.47	8.91	8.72	10.09	12.53	12.53	-0.02	-0.02	0.04	0.08	0.05	0.88	1.86	-0.01	-0.01	0.03	0.08	0.04	0.80	1.52
1952.02	9.86	9.78	9.54	8.96	8.65	9.91	12.36	12.36	0.00	-0.00	0.06	0.09	0.10	0.83	1.96	0.00	-0.00	0.04	0.08	0.07	0.74	1.58
1952.03	9.87	9.86	9.70	9.12	8.71	9.87	12.36	12.36	-0.00	0.02	0.04	0.09	0.12	0.85	1.95	-0.01	0.02	0.03	0.08	0.09	0.75	1.58
1952.04	9.86	9.83	9.72	9.20	8.68	9.74	12.24	12.24	-0.00	0.06	0.02	0.04	0.16	0.90	1.87	-0.00	0.04	0.01	0.03	0.15	0.80	1.51
1952.05	9.97	9.87	9.80	9.34	8.72	9.69	12.20	12.20	0.03	0.06	0.05	0.05	0.21	0.97	1.65	0.02	0.05	0.04	0.03	0.19	0.86	1.32
1952.06	10.29	10.19	10.11	9.71	8.98	9.87	12.45	12.45	0.03	0.02	0.07	-0.02	0.19	0.95	1.28	0.02	0.01	0.06	-0.03	0.17	0.84	1.00
1952.07	10.64	10.52	10.39	10.06	9.24	10.04	12.67	12.67	0.00	-0.03	0.04	-0.03	0.20	0.93	1.27	0.00	-0.03	0.05	-0.04	0.19	0.82	1.00
1952.08	10.73	10.65	10.50	10.23	9.35	10.04	12.68	12.68	-0.02	-0.01	0.03	-0.03	0.22	0.82	1.32	-0.02	-0.01	0.03	-0.04	0.21	0.72	1.05
1952.09	10.53	10.53	10.41	10.17	9.29	9.84	12.43	12.43	-0.02	0.05	0.05	-0.06	0.27	0.77	1.34	-0.02	0.05	0.05	-0.07	0.26	0.67	1.06
1952.10	10.28	10.31	10.24	10.03	9.18	9.60	12.13	12.13	0.03	0.08	0.02	-0.01	0.33	0.70	1.32	0.03	0.08	0.02	-0.02	0.32	0.60	1.03
1952.11	10.55	10.60	10.59	10.41	9.56	9.87	12.47	12.47	0.04	0.03	-0.01	-0.02	0.34	0.61	1.40	0.04	0.04	-0.01	-0.03	0.33	0.52	1.11
1952.12	10.91	10.97	11.02	10.86	10.05	10.23	12.93	12.93	0.01	-0.00	-0.08	-0.05	0.34	0.55	1.41	0.01	0.00	-0.08	-0.05	0.34	0.46	1.11
1953.01	10.95	11.01	11.09	10.99	10.25	10.28	13.01	13.01	-0.01	-0.06	-0.07	-0.03	0.36	0.57	1.49	-0.01	-0.06	-0.08	-0.04	0.35	0.46	1.17
1953.02	10.77	10.85	10.94	10.90	10.26	10.16	12.86	12.86	0.01	-0.04	-0.06	0.01	0.42	0.60	1.55	0.00	-0.05	-0.07	-0.01	0.41	0.48	1.22
1953.03	10.70	10.78	10.89	10.92	10.35	10.14	12.84	12.83	-0.05	-0.08	-0.10	0.02	0.40	0.62	1.53	-0.05	-0.09	-0.11	0.01	0.40	0.50	1.20
1953.04	10.17	10.20	10.29	10.38	9.92	9.61	12.16	12.16	0.01	-0.02	-0.03	0.12	0.53	0.71	1.78	0.00	-0.02	-0.04	0.11	0.52	0.58	1.43
1953.05	10.07	10.15	10.24	10.38	10.01	9.59	12.14	12.14	-0.04	-0.02	-0.01	0.16	0.51	0.76	1.82	-0.04	-0.03	-0.02	0.15	0.51	0.63	1.47
1953.06	9.61	9.69	9.77	9.93	9.67	9.19	11.62	11.62	0.01	-0.03	0.04	0.21	0.66	0.87	1.93	0.01	-0.03	0.03	0.20	0.67	0.73	1.56
1953.07	9.68	9.75	9.85	10.02	9.86	9.29	11.75	11.75	0.00	-0.01	0.05	0.24	0.76	0.89	1.84	0.00	-0.02	0.04	0.24	0.76	0.75	1.48
1953.08	9.63	9.69	9.79	9.97	9.90	9.27	11.71	11.72	-0.05	0.00	0.07	0.26	0.74	0.96	1.91	-0.05	0.00	0.07	0.26	0.75	0.82	1.55
1953.09	9.17	9.20	9.29	9.46	9.47	8.83	11.14	11.14	0.03	0.07	0.14	0.35	0.91	1.10	2.13	0.03	0.07	0.14	0.36	0.91	0.96	1.74
1953.10	9.37	9.40	9.47	9.65	9.73	9.04	11.39	11.39	0.02	0.06	0.15	0.34	0.76	1.13	2.05	0.03	0.07	0.16	0.35	0.76	0.99	1.67
1953.11	9.69	9.65	9.69	9.86	9.98	9.27	11.64	11.64	0.01	0.06	0.17	0.36	0.83	1.14	1.96	0.01	0.06	0.17	0.37	0.83	0.99	1.59
1953.12	9.84	9.80	9.81	9.95	10.11	9.39	11.75	11.75	0.03	0.07	0.17	0.41	0.83	1.15	1.99	0.03	0.07	0.17	0.42	0.83	1.01	1.60
1954.01	10.14	10.10	10.06	10.17	10.36	9.63	12.00	12.00	0.02	0.09	0.18	0.40	0.73	1.18	2.00	0.02	0.09	0.18	0.41	0.74	1.03	1.61
1954.02	10.31	10.33	10.29	10.36	10.58	9.84	12.21	12.22	0.02	0.10	0.18	0.41	0.71	1.10	1.97	0.02	0.10	0.18	0.42	0.71	0.96	1.59
1954.03	10.48	10.53	10.51	10.56	10.79	10.06	12.42	12.42	0.04	0.09	0.18	0.37	0.79	1.11	1.97	0.04	0.09	0.19	0.38	0.79	0.97	1.58
1954.04	10.88	10.93	10.97	10.99	11.25	10.51	12.91	12.91	0.04	0.09	0.16	0.37	0.74	1.07	1.89	0.04	0.09	0.16	0.37	0.73	0.91	1.51
1954.05	11.12	11.24	11.32	11.34	11.62	10.89	13.31	13.31	0.01	0.07	0.16	0.31	0.62	1.02	1.81	0.01	0.07	0.17	0.32	0.61	0.87	1.45
1954.06	11.15	11.24	11.36	11.40	11.68	10.99	13.36	13.36	0.04	0.09	0.21	0.37	0.60	0.98	1.77	0.04	0.09	0.22	0.38	0.58	0.83	1.40
1954.07	11.50	11.59	11.73	11.82	12.10	11.44	13.83	13.83	0.02	0.07	0.18	0.42	0.62	0.98	1.76	0.02	0.07	0.19	0.42	0.59	0.83	1.39
1954.08	11.72	11.76	11.89	12.02	12.29	11.67	14.04	14.04	0.02	0.09	0.20	0.38	0.58	0.93	1.67	0.03	0.09	0.21	0.39	0.55	0.78	1.32
1954.09	12.02	12.03	12.14	12.31	12.57	12.00	14.36	14.36	0.02	0.11	0.16	0.41	0.49	0.81	1.65	0.02	0.12	0.16	0.40	0.46	0.66	1.29
1954.10	12.24	12.28	12.35	12.56	12.80	12.28	14.62	14.62	0.04	0.11	0.17	0.31	0.44	0.77	1.64	0.04	0.11	0.18	0.30	0.40	0.61	1.27
1954.11	12.49	12.66	12.75	12.98	13.24	12.76	15.12	15.12	0.05	0.10	0.12	0.34	0.37	0.71	1.56	0.05	0.10	0.13	0.34	0.33	0.56	1.19
1954.12	12.89	13.11	13.27	13.54	13.82	13.39	15.79	15.79	0.02	0.04	0.14	0.30	0.33	0.69	1.40	0.02	0.04	0.14	0.29	0.28	0.53	1.05
1955.01	12.85	13.11	13.37	13.66	13.99	13.62	15.99	15.99	0.03	0.06	0.20	0.24	0.28	0.63	1.42	0.03	0.06	0.19	0.24	0.23	0.49	1.07
1955.02	12.98	13.27	13.62	13.97	14.36	14.06	16.44	16.44	-0.01	0.02	0.15	0.21	0.18	0.52	1.36	-0.01	0.02	0.15	0.20	0.14	0.38	1.02
1955.03	12.60	12.88	13.27	13.69	14.14	13.93	16.22	16.22	0.03	0.09	0.21	0.30	0.21	0.51	1.38	0.03	0.09	0.21	0.30	0.16	0.37	1.03
1955.04	12.76	13.04	13.45	13.98	14.50	14.38	16.69	16.69	-0.00	0.13	0.12	0.27	0.19	0.48	1.33	-0.00	0.13	0.11	0.26	0.14	0.34	0.98
1955.05	12.34	12.67	13.10	13.72	14.31	14.29	16.52	16.52	0.06	0.13	0.20	0.24	0.24	0.47	1.37	0.06	0.12	0.19	0.22	0.19	0.33	1.02
1955.06	12.69	13.06	13.53	14.27	14.98	15.09	17.37	17.37	0.07	0.11	0.14	0.16	0.20	0.44	1.14	0.07	0.11	0.14	0.14	0.14	0.30	0.81
1955.07	13.21	13.57	14.11	14.98	15.84	16.09	18.45	18.45	-0.01	-0.01	0.03	0.14	0.14	0.31	0.99	-0.01	-0.02	0.03	0.12	0.08	0.18	0.69
1955.08	12.89	13.16	13.68	14.60	15.56	15.96	18.22	18.22	0.05	0.06	0.05	0.14	0.08	0.33	1.04	0.04	0.06	0.05	0.12	0.02	0.21	0.73
1955.09	13.12	13.40	13.90	14.88	15.99	16.57	18.84	18.84	-0.05	0.02	0.07	0.06	-0.01	0.24	1.02	-0.05	0.03	0.08	0.04	-0.06	0.12	0.72
1955.10	12.24	12.48	12.89	13.82	14.99	15.69	17.77	17.77	0.07	0.05	0.14	0.10	-0.02	0.28	1.17	0.07	0.05	0.14	0.07	-0.07	0.15	0.84
1955.11	12.84	13.07	13.47	14.43	15.77	16.70	18.84	18.84	0.01	-0.01	0.04	0.02	-0.10	0.23	1.05	0.01	-0.01	0.03	-0.00	-0.15	0.11	0.74
1955.12	12.79	13.01	13.38	14.30	15.74	16.87	18.94	18.94	-0.03	0.05	0.02	0.02	-0.11	0.25	1.02	-0.03	0.05	0.00	-0.01	-0.16	0.13	0.70
1956.01	12.19	12.43	12.77	13.62	15.07	16.35	18.29	18.29	0.01	0.09	0.10	0.03	-0.07	0.35	1.11	0.01	0.08	0.08	-0.00	-0.13	0.22	0.78
1956.02	12.20	12.33	12.64	13.43	14.93	16.39	18.27	18.27	0.07	0.05	0.09	-0.02	-0.07	0.40	1.09	0.07	0.04	0.07	-0.05	-0.13	0.26	0.75
1956.03	12.95	13.03	13.32	14.09	15.71	17.44	19.37	19.37	0.01	-0.03	-0.01	-0.07	-0.11	0.35	0.87	0.01	-0.04	-0.04	-0.11	-0.17	0.21	0.56
1956.04	12.98	13.06	13.27	13.95	15.59	17.50	19.37	19.37	-0.03	0.02	-0.04	-0.06	-0.12	0.37	0.91	-0.04	-0.00	-0.06	-0.10	-0.18	0.24	0.59
1956.05	12.67	12.60	12.71	13.27	14.83	16.81	18.54	18.54	-0.01	0.04	-0.02	0.01	-0.06	0.43	0.86	-0.01	0.03	-0.03	-0.03	-0.12	0.29	0.56
1956.06	12.65	12.50	12.51	12.96	14.43	16.52	18.16	18.16	0.05	0.01	0.00	0.03	-0.03	0.42	0.86	0.05	0.00	-0.01	-0.01	-0.09	0.29	0.56
